Passenger_ID,Sex,Age,Occupation,Frequent Flier
96952,M,50,Service,No
96953,M,76,Business,No
96954,M,70,Teaching,Yes
96955,M,59,Service,Yes
96956,F,28,Business,Yes
96957,F,2,Service,Yes
96958,M,65,Service,No
96959,F,9,Service,Yes
96960,M,57,Business,No
96961,M,76,Doctor,Yes
96962,M,10,Business,No
96963,F,15,Home Maker,No
96964,F,38,Business,Yes
96965,F,7,Home Maker,No
96966,F,29,Doctor,Yes
96967,F,65,Doctor,No
96968,F,27,Home Maker,No
96969,M,65,Doctor,Yes
96970,M,47,Service,Yes
96971,F,45,Service,Yes
96972,F,83,Teaching,No
96973,F,64,Business,No
96974,F,56,Business,No
96975,F,5,Teaching,Yes
96976,F,49,Teaching,No
96977,M,51,Doctor,No
96978,M,29,Home Maker,No
96979,F,57,Teaching,No
96980,F,9,Home Maker,No
96981,F,46,Home Maker,Yes
96982,M,70,Teaching,No
96983,M,47,Service,Yes
96984,F,44,Service,No
96985,F,16,Service,Yes
96986,M,11,Doctor,Yes
96987,M,68,Business,Yes
96988,F,42,Service,No
96989,F,79,Home Maker,No
96990,F,77,Service,No
96991,F,1,Service,Yes
96992,F,46,Service,Yes
96993,M,68,Service,Yes
96994,F,22,Teaching,Yes
96995,F,72,Teaching,No
96996,M,76,Doctor,No
96997,F,51,Business,Yes
96998,F,13,Service,No
96999,M,63,Doctor,No
97000,M,29,Service,Yes
97001,M,71,Doctor,Yes
97002,M,2,Doctor,Yes
97003,M,9,Teaching,Yes
97004,M,72,Business,No
97005,F,52,Teaching,Yes
97006,M,66,Home Maker,Yes
97007,F,18,Teaching,Yes
97008,M,8,Home Maker,No
97009,M,57,Business,Yes
97010,M,21,Business,Yes
97011,F,10,Service,Yes
97012,M,13,Teaching,Yes
97013,M,67,Doctor,No
97014,F,78,Teaching,Yes
97015,M,46,Business,Yes
97016,M,68,Home Maker,Yes
97017,M,71,Business,No
97018,M,59,Service,No
97019,M,71,Business,Yes
97020,F,46,Home Maker,Yes
97021,F,39,Doctor,No
97022,M,21,Doctor,Yes
97023,F,15,Home Maker,Yes
97024,F,31,Business,No
97025,M,79,Doctor,No
97026,F,18,Teaching,No
97027,F,60,Business,No
97028,F,17,Teaching,Yes
97029,M,14,Doctor,No
97030,F,33,Home Maker,No
97031,F,62,Business,No
97032,M,41,Teaching,No
97033,F,25,Home Maker,Yes
97034,F,78,Business,Yes
97035,F,31,Teaching,No
97036,F,9,Teaching,Yes
97037,M,8,Home Maker,No
97038,F,18,Home Maker,Yes
97039,M,16,Teaching,No
97040,F,81,Doctor,Yes
97041,M,77,Business,Yes
97042,M,64,Service,Yes
97043,F,18,Home Maker,Yes
97044,F,42,Business,No
97045,M,66,Doctor,Yes
97046,M,51,Teaching,Yes
97047,M,4,Service,Yes
97048,M,81,Home Maker,Yes
97049,M,28,Doctor,No
97050,F,83,Business,No
97051,F,26,Home Maker,Yes
97052,F,21,Teaching,Yes
97053,M,64,Home Maker,No
97054,M,69,Home Maker,Yes
97055,M,48,Teaching,No
97056,M,58,Service,Yes
97057,M,42,Business,No
97058,M,46,Business,Yes
97059,M,24,Doctor,Yes
97060,M,60,Business,No
97061,F,25,Doctor,No
97062,M,36,Business,No
97063,M,37,Home Maker,Yes
97064,F,32,Home Maker,No
97065,M,83,Home Maker,Yes
97066,F,80,Business,Yes
97067,F,69,Business,Yes
97068,M,18,Home Maker,Yes
97069,M,38,Business,Yes
97070,F,82,Home Maker,Yes
97071,M,75,Service,Yes
97072,F,3,Business,Yes
97073,M,27,Business,No
97074,F,19,Doctor,No
97075,M,26,Service,No
97076,M,50,Home Maker,No
97077,M,5,Service,Yes
97078,M,30,Service,No
97079,M,79,Service,Yes
97080,F,55,Service,No
97081,F,83,Business,Yes
97082,M,49,Service,No
97083,M,2,Doctor,No
97084,M,55,Teaching,No
97085,M,12,Teaching,Yes
97086,M,26,Service,Yes
97087,F,30,Teaching,No
97088,F,63,Teaching,No
97089,M,10,Business,Yes
97090,F,56,Teaching,No
97091,F,18,Doctor,Yes
97092,M,45,Doctor,Yes
97093,F,19,Teaching,Yes
97094,F,40,Teaching,Yes
97095,F,62,Business,Yes
97096,M,14,Doctor,No
97097,F,49,Business,Yes
97098,M,75,Business,Yes
97099,F,2,Home Maker,No
97100,M,16,Teaching,Yes
97101,M,72,Home Maker,Yes
97102,F,78,Service,No
97103,M,62,Doctor,No
97104,F,55,Service,No
97105,F,76,Teaching,Yes
97106,M,42,Service,Yes
97107,F,59,Teaching,Yes
97108,F,10,Doctor,Yes
97109,F,14,Teaching,Yes
97110,M,80,Service,Yes
97111,M,9,Business,No
97112,F,13,Doctor,No
97113,M,56,Service,No
97114,F,0,Home Maker,No
97115,M,64,Doctor,No
97116,F,40,Home Maker,Yes
97117,F,56,Doctor,Yes
97118,F,71,Doctor,Yes
97119,M,42,Doctor,No
97120,M,47,Service,No
97121,F,83,Doctor,Yes
97122,M,8,Doctor,Yes
97123,F,41,Business,No
97124,M,50,Business,Yes
97125,M,70,Teaching,No
97126,F,50,Home Maker,No
97127,M,26,Home Maker,No
97128,F,77,Business,Yes
97129,F,39,Business,No
97130,M,37,Doctor,No
97131,F,47,Home Maker,No
97132,F,67,Doctor,Yes
97133,M,82,Home Maker,Yes
97134,F,60,Service,No
97135,F,78,Doctor,Yes
97136,M,20,Doctor,No
97137,F,3,Home Maker,Yes
97138,F,36,Service,Yes
97139,F,36,Home Maker,Yes
97140,F,29,Teaching,No
97141,M,79,Home Maker,Yes
97142,M,79,Home Maker,Yes
97143,F,21,Service,No
97144,M,35,Business,Yes
97145,M,4,Doctor,Yes
97146,F,41,Teaching,Yes
97147,F,40,Home Maker,Yes
97148,M,25,Business,Yes
97149,M,4,Service,Yes
97150,M,25,Doctor,No
97151,M,40,Service,No
97152,F,28,Business,No
97153,M,71,Teaching,Yes
97154,F,32,Doctor,Yes
97155,F,59,Teaching,Yes
97156,M,4,Home Maker,Yes
97157,M,43,Business,Yes
97158,M,11,Doctor,Yes
97159,M,41,Home Maker,Yes
97160,M,63,Teaching,Yes
97161,M,35,Doctor,Yes
97162,F,62,Home Maker,No
97163,F,68,Teaching,Yes
97164,M,29,Service,No
97165,F,74,Service,No
97166,M,74,Business,Yes
97167,M,3,Business,Yes
97168,F,66,Doctor,Yes
97169,M,60,Doctor,No
97170,M,83,Service,No
97171,M,60,Doctor,Yes
97172,F,13,Service,No
97173,F,40,Business,Yes
97174,M,24,Service,No
97175,M,45,Doctor,No
97176,F,61,Business,Yes
97177,M,35,Teaching,No
97178,F,18,Doctor,No
97179,F,55,Doctor,Yes
97180,M,56,Doctor,No
97181,F,79,Business,No
97182,F,28,Teaching,Yes
97183,F,41,Service,No
97184,F,31,Home Maker,No
97185,F,73,Doctor,No
97186,F,71,Teaching,Yes
97187,M,43,Service,No
97188,F,37,Business,No
97189,M,25,Service,No
97190,F,74,Service,No
97191,F,3,Doctor,No
97192,F,70,Teaching,No
97193,F,32,Teaching,No
97194,M,27,Home Maker,No
97195,F,71,Home Maker,No
97196,M,8,Teaching,No
97197,F,50,Service,Yes
97198,M,57,Doctor,Yes
97199,M,74,Service,No
97200,M,66,Business,No
97201,M,8,Home Maker,No
97202,F,35,Business,Yes
97203,M,14,Teaching,No
97204,F,40,Home Maker,Yes
97205,M,46,Home Maker,Yes
97206,M,72,Business,Yes
97207,F,78,Service,No
97208,F,32,Teaching,No
97209,F,30,Business,Yes
97210,F,18,Home Maker,Yes
97211,M,2,Teaching,Yes
97212,M,55,Teaching,No
97213,F,19,Business,No
97214,M,42,Teaching,No
97215,F,25,Business,Yes
97216,F,64,Home Maker,Yes
97217,F,6,Business,Yes
97218,F,10,Business,No
97219,M,37,Teaching,No
97220,F,25,Business,Yes
97221,M,56,Doctor,Yes
97222,M,67,Home Maker,No
97223,F,49,Service,No
97224,F,20,Doctor,No
97225,F,14,Home Maker,No
97226,F,40,Business,Yes
97227,M,53,Business,No
97228,M,47,Home Maker,Yes
97229,M,78,Business,No
97230,M,16,Service,Yes
97231,F,27,Business,Yes
97232,F,18,Service,Yes
97233,M,30,Teaching,Yes
97234,M,59,Doctor,Yes
97235,F,52,Doctor,Yes
97236,M,47,Doctor,Yes
97237,F,49,Service,No
97238,M,27,Doctor,No
97239,M,5,Teaching,Yes
97240,M,73,Business,Yes
97241,F,75,Teaching,Yes
97242,M,61,Doctor,Yes
97243,F,77,Business,No
97244,M,73,Doctor,No
97245,M,44,Service,No
97246,M,11,Home Maker,Yes
97247,M,29,Doctor,No
97248,M,22,Teaching,Yes
97249,F,13,Doctor,No
97250,F,13,Home Maker,Yes
97251,M,9,Home Maker,Yes
97252,M,11,Teaching,No
97253,M,20,Service,Yes
97254,M,41,Home Maker,No
97255,F,46,Service,Yes
97256,M,3,Business,No
97257,F,70,Service,Yes
97258,F,66,Doctor,No
97259,M,75,Service,Yes
97260,M,54,Service,Yes
97261,M,63,Doctor,No
97262,M,64,Doctor,Yes
97263,F,45,Service,No
97264,M,49,Home Maker,No
97265,M,57,Business,No
97266,M,45,Business,Yes
97267,F,29,Home Maker,No
97268,F,7,Teaching,No
97269,M,80,Home Maker,No
97270,F,70,Home Maker,No
97271,F,39,Doctor,No
97272,M,43,Doctor,No
97273,M,80,Teaching,Yes
97274,F,4,Business,Yes
97275,F,68,Service,No
97276,M,41,Home Maker,No
97277,F,18,Service,Yes
97278,M,62,Service,No
97279,M,29,Teaching,Yes
97280,M,40,Teaching,No
97281,M,67,Doctor,No
97282,M,17,Doctor,Yes
97283,F,8,Service,No
97284,F,25,Home Maker,No
97285,M,32,Business,Yes
97286,M,36,Service,Yes
97287,F,37,Business,No
97288,F,42,Service,No
97289,M,4,Home Maker,No
97290,F,44,Service,Yes
97291,F,32,Business,No
97292,F,74,Teaching,No
97293,F,56,Business,Yes
97294,M,40,Service,Yes
97295,F,65,Business,Yes
97296,F,48,Doctor,Yes
97297,F,13,Service,No
97298,F,44,Teaching,Yes
97299,M,47,Business,No
97300,F,76,Service,No
97301,M,32,Service,No
97302,F,40,Doctor,Yes
97303,M,71,Teaching,No
97304,M,58,Business,No
97305,F,58,Home Maker,Yes
97306,F,31,Home Maker,No
97307,M,78,Teaching,Yes
97308,F,20,Doctor,No
97309,M,50,Teaching,No
97310,M,58,Service,No
97311,M,58,Service,No
97312,F,50,Business,No
97313,M,65,Home Maker,Yes
97314,F,78,Service,Yes
97315,M,41,Teaching,No
97316,M,9,Business,No
97317,F,48,Service,No
97318,M,15,Doctor,No
97319,F,68,Service,Yes
97320,M,24,Business,No
97321,M,73,Doctor,No
97322,M,63,Business,Yes
97323,F,7,Business,Yes
97324,M,30,Doctor,No
97325,M,62,Teaching,No
97326,M,2,Teaching,Yes
97327,F,1,Business,Yes
97328,F,78,Teaching,No
97329,F,74,Doctor,No
97330,M,6,Service,No
97331,M,18,Service,No
97332,F,12,Service,No
97333,M,24,Business,No
97334,M,20,Doctor,No
97335,M,45,Teaching,No
97336,F,56,Doctor,Yes
97337,F,38,Service,No
97338,F,15,Teaching,No
97339,M,54,Home Maker,No
97340,M,43,Doctor,Yes
97341,F,13,Business,Yes
97342,M,46,Service,Yes
97343,M,61,Home Maker,No
97344,F,7,Business,No
97345,M,73,Business,Yes
97346,M,10,Service,No
97347,M,77,Business,Yes
97348,F,7,Service,Yes
97349,F,15,Business,Yes
97350,F,33,Teaching,No
97351,F,17,Home Maker,Yes
97352,F,38,Teaching,Yes
97353,M,14,Business,No
97354,F,10,Service,Yes
97355,F,83,Teaching,Yes
97356,F,32,Service,No
97357,F,43,Service,Yes
97358,M,33,Service,Yes
97359,F,39,Doctor,No
97360,F,67,Service,No
97361,F,11,Business,No
97362,F,56,Service,No
97363,F,72,Service,No
97364,F,66,Teaching,Yes
97365,M,29,Business,No
97366,F,43,Home Maker,Yes
97367,F,70,Business,No
97368,M,35,Home Maker,Yes
97369,F,18,Business,Yes
97370,F,39,Service,Yes
97371,F,54,Teaching,Yes
97372,F,46,Service,No
97373,M,63,Teaching,No
97374,F,30,Doctor,Yes
97375,F,4,Service,No
97376,F,81,Teaching,No
97377,M,31,Home Maker,No
97378,M,11,Doctor,No
97379,F,17,Service,No
97380,M,66,Teaching,Yes
97381,M,31,Doctor,No
97382,M,82,Teaching,No
97383,M,65,Service,Yes
97384,F,83,Business,No
97385,F,14,Teaching,No
97386,M,77,Service,Yes
97387,M,75,Doctor,Yes
97388,F,74,Service,Yes
97389,M,23,Home Maker,Yes
97390,F,55,Business,No
97391,M,10,Doctor,No
97392,M,22,Doctor,Yes
97393,M,80,Doctor,Yes
97394,F,44,Business,No
97395,F,64,Doctor,No
97396,M,83,Business,No
97397,M,9,Teaching,Yes
97398,M,81,Service,Yes
97399,M,69,Teaching,Yes
97400,F,44,Doctor,Yes
97401,M,66,Business,Yes
97402,F,36,Doctor,No
97403,M,34,Business,No
97404,F,31,Teaching,No
97405,M,10,Service,No
97406,M,73,Teaching,No
97407,M,69,Home Maker,No
97408,M,70,Doctor,No
97409,M,5,Service,No
97410,F,58,Teaching,No
97411,M,52,Business,No
97412,F,9,Business,No
97413,F,36,Teaching,Yes
97414,M,77,Service,Yes
97415,M,72,Teaching,Yes
97416,F,69,Business,Yes
97417,F,73,Service,No
97418,M,32,Teaching,No
97419,M,17,Home Maker,Yes
97420,M,2,Teaching,No
97421,M,0,Home Maker,No
97422,M,19,Teaching,Yes
97423,M,74,Teaching,No
97424,F,4,Doctor,Yes
97425,M,15,Teaching,Yes
97426,M,72,Service,No
97427,F,17,Doctor,Yes
97428,M,3,Doctor,No
97429,F,9,Home Maker,No
97430,M,28,Home Maker,Yes
97431,M,66,Home Maker,No
97432,M,34,Teaching,No
97433,F,69,Business,No
97434,F,0,Doctor,No
97435,M,30,Teaching,Yes
97436,M,33,Home Maker,Yes
97437,F,28,Teaching,Yes
97438,F,46,Teaching,No
97439,F,49,Teaching,No
97440,F,50,Teaching,Yes
97441,M,42,Home Maker,Yes
97442,M,67,Doctor,Yes
97443,M,64,Service,Yes
97444,F,73,Teaching,No
97445,F,44,Service,No
97446,M,58,Doctor,No
97447,F,45,Doctor,No
97448,F,7,Business,No
97449,M,61,Service,No
97450,M,2,Home Maker,Yes
97451,F,24,Teaching,Yes
97452,F,31,Service,Yes
97453,F,75,Teaching,No
97454,M,67,Business,No
97455,F,44,Home Maker,Yes
97456,M,31,Teaching,Yes
97457,F,7,Home Maker,No
97458,M,68,Doctor,No
97459,M,58,Teaching,No
97460,M,30,Teaching,Yes
97461,M,25,Doctor,Yes
97462,F,57,Business,No
97463,M,64,Doctor,Yes
97464,F,41,Home Maker,No
97465,F,32,Doctor,No
97466,F,12,Service,No
97467,M,46,Home Maker,Yes
97468,F,80,Home Maker,No
97469,M,68,Teaching,Yes
97470,F,82,Teaching,No
97471,F,59,Home Maker,Yes
97472,F,69,Teaching,Yes
97473,M,2,Doctor,No
97474,F,75,Service,No
97475,M,43,Service,No
97476,F,11,Home Maker,No
97477,F,29,Teaching,No
97478,M,32,Teaching,No
97479,M,73,Teaching,Yes
97480,F,83,Service,No
97481,F,40,Home Maker,Yes
97482,F,36,Business,Yes
97483,M,42,Doctor,No
97484,M,45,Service,Yes
97485,M,47,Teaching,No
97486,F,32,Home Maker,No
97487,F,83,Business,Yes
97488,M,64,Business,Yes
97489,M,9,Teaching,No
97490,F,9,Business,Yes
97491,M,9,Service,No
97492,F,32,Business,Yes
97493,M,34,Home Maker,Yes
97494,F,54,Business,Yes
97495,M,25,Doctor,Yes
97496,F,58,Service,No
97497,M,39,Service,Yes
97498,F,68,Home Maker,Yes
97499,M,33,Home Maker,Yes
97500,M,75,Service,Yes
97501,F,26,Doctor,Yes
97502,M,71,Home Maker,Yes
97503,M,14,Doctor,Yes
97504,F,45,Service,Yes
97505,F,76,Service,Yes
97506,F,55,Doctor,No
97507,F,59,Home Maker,Yes
97508,M,83,Service,Yes
97509,M,72,Doctor,No
97510,F,47,Business,No
97511,F,28,Doctor,Yes
97512,M,53,Business,No
97513,M,5,Teaching,Yes
97514,F,59,Doctor,Yes
97515,M,42,Doctor,Yes
97516,M,46,Teaching,Yes
97517,F,19,Teaching,No
97518,F,57,Home Maker,No
97519,M,13,Teaching,No
97520,M,83,Home Maker,No
97521,M,70,Service,Yes
97522,F,71,Teaching,Yes
97523,F,80,Doctor,Yes
97524,M,18,Home Maker,No
97525,M,62,Teaching,No
97526,F,16,Teaching,No
97527,M,13,Doctor,No
97528,F,64,Business,No
97529,F,16,Teaching,No
97530,M,75,Doctor,No
97531,F,30,Doctor,No
97532,F,83,Business,No
97533,M,29,Teaching,Yes
97534,M,35,Business,No
97535,F,37,Doctor,Yes
97536,F,22,Business,Yes
97537,F,61,Business,No
97538,F,77,Teaching,Yes
97539,M,33,Home Maker,No
97540,F,77,Teaching,No
97541,F,83,Teaching,Yes
97542,M,2,Home Maker,No
97543,M,48,Doctor,Yes
97544,M,74,Doctor,Yes
97545,M,48,Teaching,No
97546,F,74,Doctor,No
97547,M,2,Teaching,Yes
97548,M,0,Home Maker,Yes
97549,F,9,Doctor,Yes
97550,F,26,Business,No
97551,M,38,Doctor,No
97552,M,34,Service,Yes
97553,M,75,Home Maker,Yes
97554,F,11,Business,Yes
97555,M,18,Teaching,No
97556,M,48,Service,Yes
97557,F,16,Teaching,No
97558,M,22,Service,Yes
97559,M,7,Business,Yes
97560,M,65,Service,Yes
97561,M,81,Home Maker,Yes
97562,M,8,Business,No
97563,M,64,Teaching,Yes
97564,F,65,Home Maker,No
97565,F,30,Business,No
97566,F,7,Doctor,No
97567,M,80,Doctor,No
97568,M,63,Doctor,No
97569,M,62,Business,No
97570,M,42,Business,Yes
97571,F,60,Home Maker,Yes
97572,F,31,Service,No
97573,F,39,Business,No
97574,M,61,Doctor,Yes
97575,M,27,Business,No
97576,F,20,Service,No
97577,F,32,Doctor,Yes
97578,F,31,Teaching,No
97579,F,65,Doctor,Yes
97580,F,79,Home Maker,No
97581,M,29,Doctor,Yes
97582,M,14,Home Maker,No
97583,M,65,Business,No
97584,F,33,Service,No
97585,F,34,Home Maker,No
97586,M,36,Teaching,Yes
97587,M,56,Doctor,No
97588,M,68,Teaching,Yes
97589,F,55,Business,Yes
97590,M,11,Business,Yes
97591,M,77,Home Maker,No
97592,M,34,Business,Yes
97593,M,47,Teaching,Yes
97594,F,40,Business,Yes
97595,M,22,Home Maker,No
97596,M,46,Business,No
97597,M,53,Teaching,Yes
97598,M,54,Service,No
97599,M,14,Service,Yes
97600,F,17,Doctor,Yes
97601,F,71,Business,Yes
97602,M,40,Teaching,Yes
97603,F,31,Doctor,No
97604,F,71,Home Maker,Yes
97605,F,71,Home Maker,Yes
97606,M,80,Teaching,No
97607,F,39,Business,Yes
97608,M,29,Doctor,No
97609,F,79,Doctor,Yes
97610,M,4,Business,Yes
97611,M,40,Business,No
97612,F,34,Teaching,No
97613,F,83,Doctor,No
97614,F,32,Home Maker,Yes
97615,F,65,Doctor,No
97616,F,75,Doctor,No
97617,M,74,Doctor,Yes
97618,F,80,Teaching,Yes
97619,M,49,Business,No
97620,M,13,Business,No
97621,F,60,Teaching,Yes
97622,F,38,Home Maker,No
97623,F,43,Business,Yes
97624,M,6,Teaching,No
97625,F,45,Service,Yes
97626,M,57,Doctor,Yes
97627,M,38,Business,No
97628,F,61,Teaching,Yes
97629,F,71,Service,Yes
97630,F,8,Home Maker,No
97631,F,69,Teaching,Yes
97632,F,26,Business,Yes
97633,M,16,Teaching,Yes
97634,M,68,Home Maker,No
97635,M,36,Teaching,Yes
97636,M,3,Service,Yes
97637,F,10,Teaching,No
97638,M,77,Service,No
97639,M,60,Home Maker,Yes
97640,F,73,Doctor,No
97641,M,60,Doctor,No
97642,F,18,Doctor,No
97643,M,39,Doctor,No
97644,F,40,Business,No
97645,F,10,Business,Yes
97646,M,65,Doctor,Yes
97647,F,57,Business,No
97648,M,11,Home Maker,Yes
97649,F,28,Home Maker,Yes
97650,M,75,Home Maker,Yes
97651,M,18,Business,Yes
97652,F,23,Business,No
97653,F,14,Home Maker,No
97654,M,9,Doctor,No
97655,M,37,Service,No
97656,M,24,Teaching,Yes
97657,F,39,Home Maker,Yes
97658,F,18,Business,Yes
97659,F,42,Teaching,Yes
97660,M,48,Doctor,No
97661,M,63,Teaching,No
97662,F,65,Home Maker,No
97663,M,9,Business,No
97664,M,11,Teaching,No
97665,M,41,Business,No
97666,M,72,Service,Yes
97667,M,28,Doctor,Yes
97668,F,31,Business,Yes
97669,F,46,Home Maker,No
97670,M,48,Doctor,Yes
97671,F,59,Doctor,No
97672,M,76,Doctor,No
97673,M,57,Home Maker,No
97674,F,2,Home Maker,No
97675,M,46,Service,Yes
97676,M,24,Service,Yes
97677,M,77,Doctor,Yes
97678,F,73,Service,No
97679,F,41,Home Maker,Yes
97680,M,60,Business,Yes
97681,M,50,Business,Yes
97682,F,59,Teaching,No
97683,M,69,Service,Yes
97684,M,70,Home Maker,Yes
97685,F,77,Business,No
97686,M,24,Home Maker,Yes
97687,M,0,Service,No
97688,F,54,Teaching,Yes
97689,M,5,Business,No
97690,M,58,Home Maker,Yes
97691,M,50,Teaching,Yes
97692,M,32,Business,Yes
97693,M,3,Service,Yes
97694,F,61,Service,Yes
97695,M,29,Business,No
97696,M,77,Doctor,No
97697,F,69,Service,No
97698,M,55,Doctor,No
97699,M,17,Business,Yes
97700,F,5,Business,No
97701,F,33,Home Maker,Yes
97702,F,29,Doctor,No
97703,M,62,Teaching,No
97704,F,72,Home Maker,Yes
97705,F,25,Home Maker,Yes
97706,F,31,Teaching,Yes
97707,F,66,Teaching,No
97708,F,57,Service,Yes
97709,F,29,Home Maker,No
97710,M,9,Teaching,Yes
97711,M,41,Teaching,No
97712,M,6,Teaching,No
97713,M,55,Business,Yes
97714,F,47,Home Maker,Yes
97715,F,44,Service,No
97716,M,15,Service,No
97717,M,29,Doctor,Yes
97718,M,80,Teaching,No
97719,F,17,Service,No
97720,F,43,Home Maker,Yes
97721,M,48,Doctor,No
97722,M,38,Business,No
97723,M,1,Doctor,Yes
97724,F,1,Service,No
97725,F,43,Business,No
97726,M,38,Home Maker,Yes
97727,M,50,Service,Yes
97728,M,16,Service,Yes
97729,M,6,Business,Yes
97730,F,55,Home Maker,Yes
97731,M,49,Business,No
97732,F,60,Service,No
97733,M,50,Home Maker,Yes
97734,F,48,Teaching,Yes
97735,M,34,Home Maker,Yes
97736,F,39,Business,No
97737,M,24,Home Maker,Yes
97738,M,2,Home Maker,Yes
97739,F,78,Home Maker,Yes
97740,M,72,Business,No
97741,F,37,Home Maker,Yes
97742,F,69,Doctor,Yes
97743,F,17,Teaching,Yes
97744,M,70,Home Maker,No
97745,F,55,Business,Yes
97746,F,77,Home Maker,Yes
97747,F,54,Home Maker,Yes
97748,F,20,Service,No
97749,M,30,Service,No
97750,M,14,Business,Yes
97751,F,19,Business,Yes
97752,M,41,Home Maker,Yes
97753,M,80,Business,No
97754,F,75,Home Maker,No
97755,M,76,Teaching,No
97756,M,65,Teaching,No
97757,F,27,Home Maker,Yes
97758,M,21,Business,Yes
97759,M,64,Teaching,Yes
97760,M,64,Home Maker,No
97761,M,82,Home Maker,No
97762,M,39,Service,Yes
97763,M,58,Home Maker,Yes
97764,F,24,Doctor,Yes
97765,M,76,Teaching,No
97766,M,44,Home Maker,No
97767,F,6,Teaching,Yes
97768,M,63,Service,Yes
97769,F,56,Doctor,No
97770,F,45,Business,Yes
97771,M,18,Business,No
97772,F,17,Home Maker,Yes
97773,F,34,Doctor,No
97774,M,71,Service,Yes
97775,M,61,Home Maker,Yes
97776,M,26,Home Maker,Yes
97777,F,3,Service,No
97778,M,0,Teaching,Yes
97779,F,32,Business,Yes
97780,F,2,Home Maker,No
97781,M,3,Teaching,No
97782,F,75,Home Maker,Yes
97783,F,34,Business,No
97784,F,46,Teaching,Yes
97785,M,77,Home Maker,Yes
97786,F,63,Home Maker,No
97787,M,60,Business,Yes
97788,M,31,Teaching,No
97789,M,32,Doctor,No
97790,F,48,Home Maker,No
97791,F,21,Business,Yes
97792,M,37,Home Maker,Yes
97793,F,59,Doctor,Yes
97794,M,60,Service,Yes
97795,M,9,Doctor,No
97796,M,83,Service,No
97797,M,33,Teaching,No
97798,M,43,Home Maker,Yes
97799,F,0,Home Maker,No
97800,M,75,Business,Yes
97801,F,23,Doctor,No
97802,F,74,Teaching,Yes
97803,M,71,Doctor,No
97804,F,81,Doctor,Yes
97805,F,25,Teaching,Yes
97806,F,0,Teaching,No
97807,F,60,Service,Yes
97808,F,53,Teaching,Yes
97809,M,40,Home Maker,Yes
97810,F,69,Business,No
97811,M,27,Service,Yes
97812,M,15,Business,Yes
97813,M,5,Service,Yes
97814,M,14,Business,No
97815,M,68,Home Maker,No
97816,M,82,Home Maker,Yes
97817,F,69,Home Maker,Yes
97818,F,80,Home Maker,Yes
97819,M,29,Home Maker,No
97820,F,11,Business,No
97821,F,22,Business,No
97822,M,80,Business,Yes
97823,F,51,Home Maker,No
97824,F,0,Home Maker,Yes
97825,M,19,Doctor,No
97826,F,1,Business,No
97827,F,0,Business,Yes
97828,F,26,Home Maker,No
97829,F,82,Home Maker,No
97830,F,69,Business,No
97831,M,60,Business,No
97832,F,56,Teaching,Yes
97833,M,2,Doctor,Yes
97834,F,59,Business,Yes
97835,M,3,Doctor,Yes
97836,F,58,Home Maker,No
97837,F,8,Business,Yes
97838,F,13,Service,No
97839,F,46,Teaching,No
97840,M,49,Business,No
97841,F,32,Business,No
97842,F,58,Teaching,No
97843,F,67,Business,No
97844,F,66,Service,No
97845,M,47,Home Maker,Yes
97846,F,4,Service,No
97847,F,61,Teaching,No
97848,M,26,Teaching,Yes
97849,M,6,Service,Yes
97850,F,69,Doctor,Yes
97851,F,58,Business,No
97852,M,0,Business,No
97853,M,74,Service,Yes
97854,M,29,Teaching,Yes
97855,F,44,Teaching,No
97856,F,72,Business,No
97857,M,57,Business,No
97858,F,63,Home Maker,Yes
97859,M,17,Teaching,Yes
97860,M,74,Business,No
97861,M,74,Doctor,Yes
97862,M,57,Home Maker,No
97863,F,15,Doctor,Yes
97864,M,50,Teaching,Yes
97865,M,24,Business,No
97866,M,41,Doctor,No
97867,M,46,Doctor,No
97868,M,62,Teaching,No
97869,F,51,Doctor,No
97870,M,69,Doctor,Yes
97871,F,10,Business,No
97872,F,80,Home Maker,Yes
97873,F,58,Service,Yes
97874,M,63,Home Maker,No
97875,M,63,Home Maker,No
97876,F,18,Business,Yes
97877,M,53,Service,Yes
97878,M,77,Teaching,Yes
97879,F,64,Business,No
97880,F,29,Doctor,No
97881,M,0,Teaching,Yes
97882,F,19,Service,Yes
97883,M,16,Service,Yes
97884,F,71,Doctor,No
97885,M,56,Business,No
97886,M,24,Doctor,Yes
97887,F,47,Home Maker,Yes
97888,M,73,Service,No
97889,F,80,Business,No
97890,M,70,Home Maker,Yes
97891,F,51,Home Maker,No
97892,M,60,Service,Yes
97893,M,3,Business,No
97894,M,23,Business,Yes
97895,F,15,Service,No
97896,F,57,Home Maker,Yes
97897,F,25,Business,No
97898,M,29,Teaching,Yes
97899,M,60,Doctor,No
97900,M,60,Service,No
97901,M,36,Teaching,No
97902,M,80,Home Maker,No
97903,F,75,Home Maker,Yes
97904,F,37,Teaching,Yes
97905,F,59,Service,No
97906,F,43,Business,Yes
97907,M,44,Business,Yes
97908,M,3,Service,Yes
97909,F,12,Teaching,Yes
97910,F,83,Business,Yes
97911,M,69,Home Maker,No
97912,F,42,Doctor,Yes
97913,F,29,Doctor,No
97914,M,44,Doctor,No
97915,M,34,Teaching,Yes
97916,F,48,Business,Yes
97917,F,8,Teaching,Yes
97918,M,38,Service,Yes
97919,F,51,Home Maker,Yes
97920,M,51,Service,No
97921,M,73,Doctor,Yes
97922,F,64,Teaching,Yes
